date,open,high,low,close
2017-06-30,2541.59,2564.58,2451.0,2465.49
2017-06-29,2559.9,2594.78,2500.31,2541.59
2017-06-28,2565.0,2593.0,2468.01,2559.9
2017-06-27,2421.22,2565.0,2291.0,2565.0
2017-06-26,2502.03,2550.03,2315.01,2421.22
2017-06-25,2557.66,2635.72,2432.0,2502.03
2017-06-24,2685.05,2724.96,2512.13,2557.66
2017-06-23,2713.48,2745.0,2657.46,2685.05
2017-06-22,2657.04,2740.0,2594.61,2713.48
2017-06-21,2740.0,2789.0,2611.0,2657.04
2017-06-20,2598.0,2783.0,2581.0,2740.0
2017-06-19,2516.98,2598.0,2480.96,2598.0
2017-06-18,2630.0,2665.0,2460.62,2516.98
2017-06-17,2484.68,2674.4,2420.53,2630.0
2017-06-16,2424.91,2540.0,2307.66,2484.68
2017-06-15,2450.0,2516.2,2120.0,2424.91
2017-06-14,2703.02,2801.0,2320.0,2450.0
2017-06-13,2667.06,2783.62,2638.62,2703.02
2017-06-12,2954.22,2980.0,2480.03,2667.06
2017-06-11,2899.99,2967.46,2861.53,2954.22
2017-06-10,2822.32,2912.98,2800.0,2899.99
2017-06-09,2806.0,2868.23,2780.43,2822.32
2017-06-08,2683.03,2815.0,2613.13,2806.0
2017-06-07,2880.74,2893.28,2612.5,2683.03
2017-06-06,2698.0,2933.0,2689.4,2880.74
2017-06-05,2530.27,2699.35,2525.28,2698.0
2017-06-04,2540.94,2569.0,2460.0,2530.27
2017-06-03,2488.94,2584.34,2445.0,2540.94
2017-06-02,2413.63,2489.0,2370.03,2488.94
2017-06-01,2298.01,2456.39,2296.81,2413.63
2017-05-31,2203.51,2334.0,2154.28,2298.01
2017-05-30,2292.1,2339.08,2160.0,2203.51
2017-05-29,2178.81,2350.0,2110.0,2292.1
2017-05-28,2042.0,2313.96,2041.48,2178.81
2017-05-27,2279.82,2339.94,1850.0,2042.0
2017-05-26,2292.53,2599.12,2060.0,2279.82
2017-05-25,2420.29,2760.1,2221.0,2292.53
2017-05-24,2264.23,2481.75,2264.23,2420.29
2017-05-23,2099.97,2275.0,2088.45,2264.23
2017-05-22,2017.55,2230.34,2008.75,2099.97
2017-05-21,2013.99,2063.11,1961.52,2017.55
2017-05-20,1958.0,2021.0,1914.0,2013.99
2017-05-19,1878.99,1969.99,1874.99,1958.0
2017-05-18,1782.99,1881.8,1766.33,1878.99
2017-05-17,1700.01,1840.42,1670.01,1782.99
2017-05-16,1705.48,1750.0,1641.22,1700.01
2017-05-15,1784.0,1784.0,1682.56,1705.48
2017-05-14,1776.89,1815.0,1753.0,1784.0
2017-05-13,1691.51,1785.82,1601.46,1776.89
2017-05-12,1828.45,1832.0,1650.0,1691.51
2017-05-11,1772.58,1892.0,1745.01,1828.45
2017-05-10,1720.28,1794.21,1682.0,1772.58
2017-05-09,1649.54,1760.4,1616.05,1720.28
2017-05-08,1554.01,1653.97,1554.01,1649.54
2017-05-07,1558.02,1565.0,1525.0,1554.01
2017-05-06,1514.9,1578.97,1505.0,1558.02
2017-05-05,1537.23,1609.0,1495.0,1514.9
2017-05-04,1503.22,1623.01,1444.94,1537.23
2017-05-03,1447.75,1516.04,1431.02,1503.22
2017-05-02,1390.86,1481.73,1388.0,1447.75
2017-05-01,1350.21,1425.0,1341.22,1390.86
2017-04-30,1333.0,1356.0,1315.68,1350.21
2017-04-29,1330.7,1342.8,1316.0,1333.0
2017-04-28,1331.53,1347.02,1299.0,1330.7
2017-04-27,1287.99,1342.02,1285.0,1331.53
2017-04-26,1269.0,1330.0,1265.0,1287.99
2017-04-25,1253.58,1280.0,1251.07,1269.0
2017-04-24,1241.99,1254.0,1234.0,1253.58
2017-04-23,1233.2,1248.99,1223.42,1241.99
2017-04-22,1243.61,1247.15,1199.0,1233.2
2017-04-21,1234.19,1252.32,1231.65,1243.61
2017-04-20,1203.98,1243.88,1201.66,1234.19
2017-04-19,1202.58,1209.99,1190.0,1203.98
2017-04-18,1176.54,1210.0,1175.95,1202.58
2017-04-17,1162.31,1192.5,1161.0,1176.54
2017-04-16,1173.45,1179.3,1150.0,1162.31
2017-04-15,1170.34,1192.5,1165.0,1173.45
2017-04-14,1172.91,1193.0,1142.0,1170.34
2017-04-13,1212.17,1219.45,1141.0,1172.91
2017-04-12,1218.99,1224.57,1208.0,1212.17
2017-04-11,1209.25,1229.0,1198.02,1218.99
2017-04-10,1206.2,1219.71,1195.0,1209.25
2017-04-09,1184.03,1216.87,1173.98,1206.2
2017-04-08,1190.66,1197.3,1166.66,1184.03
2017-04-07,1190.85,1202.0,1176.0,1190.66
2017-04-06,1134.58,1201.37,1134.36,1190.85
2017-04-05,1143.0,1145.0,1111.0,1134.58
2017-04-04,1144.77,1162.93,1118.85,1143.0
2017-04-03,1078.01,1152.0,1076.19,1144.77
2017-04-02,1083.94,1100.0,1066.49,1078.01
2017-04-01,1070.31,1097.0,1061.64,1083.94
2017-03-31,1033.7,1081.0,1031.43,1070.31
2017-03-30,1035.96,1050.17,1017.14,1033.7
2017-03-29,1043.99,1059.43,1008.16,1035.96
2017-03-28,1039.92,1068.26,1014.9,1043.99
2017-03-27,960.0,1043.0,952.95,1039.92
2017-03-26,956.02,997.0,937.52,960.0
2017-03-25,929.06,963.36,891.33,956.02
2017-03-24,1029.65,1032.0,920.0,929.06
2017-03-23,1037.56,1054.4,1010.69,1029.65
2017-03-22,1114.39,1114.39,988.0,1037.56
2017-03-21,1035.96,1117.9,1034.92,1114.39
2017-03-20,1017.97,1053.0,1010.01,1035.96
2017-03-19,969.4,1063.7,969.4,1017.97
2017-03-18,1071.02,1099.0,944.36,969.4
2017-03-17,1172.62,1173.23,1063.0,1071.02
2017-03-16,1257.32,1258.96,1130.0,1172.62
2017-03-15,1245.86,1260.0,1238.32,1257.32
2017-03-14,1242.46,1260.0,1226.5,1245.86
2017-03-13,1226.62,1249.02,1215.43,1242.46
2017-03-12,1176.55,1241.85,1170.9,1226.62
2017-03-11,1116.97,1198.0,1106.51,1176.55
2017-03-10,1190.89,1350.0,975.0,1116.97
2017-03-09,1150.05,1208.0,1135.01,1190.89
2017-03-08,1233.05,1245.49,1145.5,1150.05
2017-03-07,1278.49,1281.62,1175.97,1233.05
2017-03-06,1273.0,1285.0,1251.0,1278.49
2017-03-05,1260.0,1275.0,1240.0,1273.0
2017-03-04,1285.33,1289.55,1230.0,1260.0
2017-03-03,1257.6,1298.0,1255.0,1285.33
2017-03-02,1226.39,1283.25,1215.0,1257.6
2017-03-01,1191.21,1231.0,1188.3,1226.39
2017-02-28,1194.64,1209.99,1176.27,1191.21
2017-02-27,1179.05,1197.99,1169.0,1194.64
2017-02-26,1152.2,1184.97,1133.0,1179.05
2017-02-25,1180.14,1184.73,1127.0,1152.2
2017-02-24,1188.11,1220.0,1091.1,1180.14
2017-02-23,1130.01,1193.92,1120.73,1188.11
2017-02-22,1124.62,1143.0,1098.16,1130.01
2017-02-21,1084.0,1126.86,1077.0,1124.62
2017-02-20,1051.8,1089.99,1044.39,1084.0
2017-02-19,1056.4,1061.9,1039.07,1051.8
2017-02-18,1055.46,1068.99,1046.14,1056.4
2017-02-17,1032.7,1064.99,1031.98,1055.46
2017-02-16,1011.53,1043.21,1010.75,1032.7
2017-02-15,1008.88,1013.8,1000.97,1011.53
2017-02-14,1000.74,1019.0,987.97,1011.51
2017-02-13,1000.73,1007.89,975.1,1000.25
2017-02-12,1011.01,1011.97,991.98,1001.63
2017-02-11,995.49,1020.0,987.62,1011.98
2017-02-10,985.71,1010.68,950.0,997.57
2017-02-09,1051.73,1074.69,913.73,981.96
2017-02-08,1052.48,1070.0,1025.0,1056.99
2017-02-07,1024.0,1056.25,1021.3,1054.12
2017-02-06,1010.03,1031.94,1005.1,1023.7
2017-02-05,1033.72,1034.6,1004.7,1014.57
2017-02-04,1015.06,1044.23,1004.0,1034.44
2017-02-03,1009.15,1022.64,987.01,1012.64
2017-02-02,983.79,1011.65,973.12,1008.18
2017-02-01,963.99,986.96,962.0,983.36
2017-01-31,919.99,970.0,917.5,965.01
2017-01-30,913.12,923.0,910.0,921.08
2017-01-29,918.6,919.99,910.45,913.1
2017-01-28,918.02,920.99,913.08,917.75
2017-01-27,914.95,924.88,908.01,917.84
2017-01-26,893.25,919.49,892.86,916.34
2017-01-25,885.47,904.01,884.5,892.95
2017-01-24,913.15,923.0,886.27,893.0
2017-01-23,923.75,927.57,913.21,921.39
2017-01-22,921.98,937.74,886.76,919.39
2017-01-21,895.81,928.0,895.0,921.1
2017-01-20,902.23,902.43,880.0,895.62
2017-01-19,887.69,910.0,878.89,900.46
2017-01-18,905.95,915.99,851.74,876.74
2017-01-17,831.76,908.5,827.0,906.08
2017-01-16,821.86,835.0,818.09,829.62
2017-01-15,819.52,823.45,808.0,822.47
2017-01-14,825.98,837.76,810.0,819.66
2017-01-13,807.51,831.4,775.0,826.9
2017-01-12,778.7,832.99,751.34,816.0
2017-01-11,905.05,918.4,755.0,788.81
2017-01-10,896.09,912.47,889.41,907.96
2017-01-09,909.8,912.87,875.0,899.99
2017-01-08,906.2,941.81,881.3,906.17
2017-01-07,894.02,906.0,812.28,897.14
2017-01-06,1004.73,1026.99,871.0,891.56
2017-01-05,1114.38,1136.72,885.41,994.02
2017-01-04,1035.51,1139.89,1028.56,1122.56
2017-01-03,1011.44,1039.0,999.99,1036.99
2017-01-02,997.75,1032.0,990.01,1014.1
2017-01-01,966.34,1005.0,960.53,998.8
2016-12-31,959.54,966.37,944.11,964.32
2016-12-30,969.99,970.0,931.0,959.03
2016-12-29,976.46,980.74,950.0,968.99
2016-12-28,930.34,975.97,929.49,975.97
2016-12-27,897.82,936.42,891.0,929.92
2016-12-26,890.65,905.18,888.0,899.1
2016-12-25,892.61,894.97,859.0,891.67
2016-12-24,914.48,918.5,878.89,892.63
2016-12-23,858.94,920.0,858.93,916.0
2016-12-22,832.02,875.0,827.29,858.94
2016-12-21,798.65,830.01,796.82,828.1
2016-12-20,791.03,803.0,787.1,801.02
2016-12-19,788.34,794.39,787.01,790.65
2016-12-18,788.3,790.99,780.0,788.68
2016-12-17,781.32,790.88,780.36,788.4
2016-12-16,776.3,782.46,771.24,780.35
2016-12-15,777.03,779.08,771.0,774.79
2016-12-14,775.35,781.0,770.74,776.29
2016-12-13,777.0,793.27,765.1,778.71
2016-12-12,768.97,779.0,768.96,777.93
2016-12-11,772.28,772.28,764.01,768.19
2016-12-10,769.57,774.12,768.11,772.35
2016-12-09,766.84,773.99,766.29,769.49
2016-12-08,764.05,772.01,762.29,767.96
2016-12-07,758.97,769.61,751.78,766.85
2016-12-06,749.51,759.9,747.99,758.91
2016-12-05,762.0,762.09,743.0,750.0
2016-12-04,762.97,762.97,752.41,761.99
2016-12-03,770.91,770.99,752.41,762.79
2016-12-02,751.55,778.07,750.77,769.99
2016-12-01,742.06,754.98,740.18,751.6
2016-11-30,730.72,744.49,727.0,742.06
2016-11-29,730.99,733.29,721.0,730.99
2016-11-28,727.32,732.44,724.1,730.98
2016-11-27,729.91,732.0,722.44,726.12
2016-11-26,736.96,737.56,722.3,729.87
2016-11-25,735.63,737.03,728.0,737.03
2016-11-24,740.18,741.15,729.0,735.7
2016-11-23,749.13,749.98,729.92,740.17
2016-11-22,736.92,750.0,730.27,746.61
2016-11-21,727.09,739.2,727.03,736.97
2016-11-20,750.09,753.82,714.0,727.09
2016-11-19,748.98,755.07,742.63,749.57
2016-11-18,736.0,752.95,731.31,745.99
2016-11-17,739.71,749.98,732.22,737.0
2016-11-16,711.07,742.87,708.44,737.99
2016-11-15,704.98,716.54,703.05,710.82
2016-11-14,700.38,705.89,697.14,704.7
2016-11-13,701.17,702.89,683.23,701.51
2016-11-12,716.39,716.39,701.0,703.0
2016-11-11,714.48,720.94,712.24,715.82
2016-11-10,721.5,722.0,707.0,714.5
2016-11-09,708.17,740.86,705.45,720.44
2016-11-08,702.86,712.92,701.02,710.19
2016-11-07,709.92,709.92,698.26,706.5
2016-11-06,703.33,714.36,697.92,710.22
2016-11-05,702.95,707.34,694.71,703.63
2016-11-04,684.84,707.67,681.0,702.98
2016-11-03,742.0,745.19,670.32,681.03
2016-11-02,726.6,735.93,717.32,732.99
2016-11-01,697.04,737.0,695.38,726.6
2016-10-31,697.1,706.97,683.6,697.67
2016-10-30,711.1,711.78,691.49,696.36
2016-10-29,685.91,717.99,684.89,712.06
2016-10-28,684.68,687.23,677.05,685.29
2016-10-27,674.63,685.89,665.59,682.67
2016-10-26,651.97,677.0,651.69,673.14
2016-10-25,649.03,657.58,643.0,648.33
2016-10-24,648.71,652.25,640.0,648.14
2016-10-23,654.52,656.0,647.51,649.69
2016-10-22,628.99,656.0,628.57,655.0
2016-10-21,628.05,632.36,627.5,628.99
2016-10-20,627.84,630.22,625.0,627.72
2016-10-19,635.95,638.04,624.13,627.98
2016-10-18,636.96,637.8,631.52,635.58
2016-10-17,638.97,639.99,632.1,635.69
2016-10-16,635.26,641.4,635.18,638.09
2016-10-15,638.2,642.0,635.25,636.01
2016-10-14,635.16,639.99,630.45,638.38
2016-10-13,634.5,636.0,630.0,635.61
2016-10-12,638.3,640.0,628.76,635.06
2016-10-11,616.37,639.0,614.56,638.91
2016-10-10,612.12,616.47,612.12,615.37
2016-10-09,614.34,614.98,610.0,613.61
2016-10-08,614.88,616.99,612.5,614.48
2016-10-07,610.25,616.34,607.52,614.23
2016-10-06,608.01,610.5,607.09,610.34
2016-10-05,607.19,612.0,605.76,610.98
2016-10-04,612.84,612.84,604.99,607.18
2016-10-03,608.6,611.59,606.6,611.06
2016-10-02,612.98,613.0,605.0,608.59
2016-10-01,608.23,614.28,608.23,612.0
2016-09-30,605.59,608.38,603.15,608.26
2016-09-29,603.93,605.99,601.0,604.96
2016-09-28,604.26,605.3,601.41,603.71
2016-09-27,606.7,608.37,600.02,604.57
2016-09-26,598.95,607.27,596.1,604.28
2016-09-25,600.05,601.99,596.0,597.41
2016-09-24,600.47,603.59,597.76,600.14
2016-09-23,595.42,602.9,593.0,602.53
2016-09-22,595.46,596.42,592.5,593.95
2016-09-21,601.0,601.01,592.1,594.66
2016-09-20,608.73,608.88,605.35,606.95
2016-09-19,608.0,609.5,603.0,607.88
2016-09-18,602.93,609.06,601.97,608.0
2016-09-17,607.04,607.59,601.1,604.04
2016-09-16,606.65,608.99,603.5,605.9
2016-09-15,608.5,608.99,602.3,605.21
2016-09-14,607.45,610.69,605.98,607.89
2016-09-13,606.4,609.61,603.28,607.73
2016-09-12,604.08,609.15,602.0,607.0
2016-09-11,621.65,628.99,594.63,603.8
2016-09-10,622.01,625.0,618.67,622.01
2016-09-09,625.67,627.49,612.93,622.0
2016-09-08,614.44,628.98,611.66,625.66
2016-09-07,608.93,615.92,604.7,614.39
2016-09-06,604.98,609.74,601.0,608.96
2016-09-05,605.72,607.31,592.46,603.74
2016-09-04,596.25,609.05,590.88,604.25
2016-09-03,572.0,598.64,569.01,592.5
2016-09-02,571.05,574.2,567.03,572.0
2016-09-01,570.75,572.86,566.86,571.6
2016-08-31,575.88,576.49,568.4,570.76
2016-08-30,570.74,576.5,568.55,575.23
2016-08-29,573.2,575.0,568.6,571.5
2016-08-28,567.51,573.0,566.8,573.0
2016-08-27,577.92,579.09,564.81,567.41
2016-08-26,575.75,582.46,574.1,577.84
2016-08-25,577.65,578.75,571.16,576.99
2016-08-24,580.27,582.1,575.4,577.11
2016-08-23,582.78,584.99,576.0,580.71
2016-08-22,577.55,585.95,572.5,583.85
2016-08-21,577.7,583.99,576.01,578.47
2016-08-20,572.98,580.0,568.52,580.0
2016-08-19,571.51,574.86,552.3,572.11
2016-08-18,570.91,575.87,568.79,569.71
2016-08-17,574.95,577.86,566.02,570.47
2016-08-16,564.2,579.8,563.0,577.53
2016-08-15,568.76,573.69,554.9,565.79
2016-08-14,583.52,583.92,556.24,567.45
2016-08-13,585.34,589.98,581.71,582.11
2016-08-12,585.25,591.19,580.47,586.0
2016-08-11,590.46,597.78,585.23,587.57
2016-08-10,582.71,603.0,580.01,591.7
2016-08-09,591.85,591.85,579.43,583.53
2016-08-08,592.47,594.0,583.58,589.46
2016-08-07,589.47,598.82,582.12,592.6
2016-08-06,572.98,592.0,562.56,588.78
2016-08-05,578.14,578.2,562.0,576.64
2016-08-04,563.99,583.97,552.0,575.52
2016-08-03,540.03,572.34,521.0,565.63
2016-08-02,606.84,613.03,465.28,514.98
2016-08-01,622.5,630.0,604.0,607.61
2016-07-31,654.02,654.71,620.01,620.01
2016-07-30,654.88,657.5,652.19,654.37
2016-07-29,654.84,657.48,653.0,657.03
2016-07-28,655.13,657.89,652.41,653.44
2016-07-27,651.22,659.98,646.31,655.63
2016-07-26,655.0,656.94,645.01,652.22
2016-07-25,659.64,661.99,652.28,654.37
2016-07-24,655.52,665.0,651.99,659.51
2016-07-23,647.88,656.77,646.0,653.8
2016-07-22,663.25,666.3,645.0,652.95
2016-07-21,667.01,667.1,660.1,664.25
2016-07-20,674.8,675.0,660.0,667.02
2016-07-19,673.45,675.81,666.0,673.86
2016-07-18,679.54,682.21,666.12,673.46
2016-07-17,662.45,684.19,661.35,678.23
2016-07-16,664.6,666.67,655.0,662.0
2016-07-15,660.3,670.01,658.41,664.99
2016-07-14,652.24,664.93,650.01,660.53
2016-07-13,663.52,669.97,654.52,661.5
2016-07-12,649.32,678.0,646.05,671.7
2016-07-11,648.77,659.6,639.31,647.42
2016-07-10,647.78,650.88,636.8,646.55
2016-07-09,663.0,663.99,626.0,652.54
2016-07-08,638.89,665.0,635.0,664.0
2016-07-07,674.7,678.43,605.5,636.39
2016-07-06,669.09,679.0,662.13,674.46
2016-07-05,678.74,682.36,661.57,666.58
2016-07-04,659.77,682.35,640.1,678.72
2016-07-03,702.48,704.99,646.29,664.14
2016-07-02,674.55,704.93,672.74,702.48
2016-07-01,666.33,684.1,659.71,677.0
2016-06-30,635.91,671.22,628.06,666.84
2016-06-29,644.33,645.0,621.09,634.43
2016-06-28,657.49,665.51,635.5,645.39
2016-06-27,630.16,653.46,618.03,648.2
2016-06-26,658.8,662.9,608.64,628.61
2016-06-25,660.76,684.45,639.4,663.24
2016-06-24,622.59,683.88,620.82,656.71
2016-06-23,602.82,632.67,540.17,624.69
2016-06-22,665.36,677.63,593.03,594.1
2016-06-21,725.0,728.18,625.0,668.42
2016-06-20,759.12,763.99,725.0,734.99
2016-06-19,753.47,764.93,740.11,760.55
2016-06-18,745.0,778.85,723.02,755.02
2016-06-17,767.37,778.7,706.37,746.99
2016-06-16,695.0,773.07,689.8,765.6
2016-06-15,685.25,695.77,672.12,693.01
2016-06-14,703.81,704.5,655.0,685.69
2016-06-13,668.73,725.0,655.02,702.05
2016-06-12,610.0,683.02,603.21,667.94
2016-06-11,576.53,594.0,575.93,592.13
2016-06-10,576.06,580.0,572.0,577.91
2016-06-09,583.01,583.1,572.97,576.4
2016-06-08,577.48,584.25,571.86,583.24
2016-06-07,584.12,594.44,563.0,576.75
2016-06-06,573.8,586.02,573.8,583.49
2016-06-05,573.5,582.0,566.0,573.76
2016-06-04,569.93,588.71,558.54,573.87
2016-06-03,538.0,578.37,535.74,567.94
2016-06-02,536.95,540.0,529.13,538.98
2016-06-01,532.37,542.87,525.49,538.65
2016-05-31,527.64,548.5,515.0,532.06
2016-05-30,517.6,535.0,510.01,527.0
2016-05-29,522.13,540.0,485.0,513.85
2016-05-28,470.58,529.08,468.0,521.5
2016-05-27,452.07,478.16,452.07,472.68
2016-05-26,448.27,452.98,446.8,452.38
2016-05-25,445.31,449.6,444.26,448.02
2016-05-24,442.63,446.37,441.0,445.31
2016-05-23,438.72,442.91,436.4,442.29
2016-05-22,442.72,443.47,435.0,437.85
2016-05-21,442.84,443.98,435.28,442.84
2016-05-20,436.3,444.41,435.06,441.97
2016-05-19,452.47,453.85,441.05,441.63
2016-05-18,452.96,455.68,452.01,452.94
2016-05-17,454.0,456.09,452.14,453.01
2016-05-16,457.56,458.0,451.11,455.56
2016-05-15,456.3,458.08,454.72,457.48
2016-05-14,456.42,457.25,453.51,455.38
2016-05-13,455.2,456.82,452.04,456.04
2016-05-12,452.95,455.09,448.88,454.92
2016-05-11,450.88,457.99,450.32,452.01
2016-05-10,461.49,463.0,447.38,449.91
2016-05-09,457.75,464.79,455.62,461.63
2016-05-08,458.97,459.69,455.95,457.81
2016-05-07,458.98,461.0,455.95,458.15
2016-05-06,448.5,463.97,447.03,459.73
2016-05-05,447.36,450.0,445.11,448.82
2016-05-04,451.18,451.68,444.15,446.3
2016-05-03,444.06,452.0,440.78,451.7
2016-05-02,452.99,453.8,438.59,443.54
2016-05-01,448.43,453.78,446.84,451.4
2016-04-30,456.53,456.9,446.5,446.7
2016-04-29,449.94,456.0,445.62,454.77
2016-04-28,445.39,451.0,435.0,450.0
2016-04-27,467.39,469.03,445.42,447.46
2016-04-26,462.29,469.87,462.13,468.0
2016-04-25,460.03,469.47,455.13,465.99
2016-04-24,451.92,470.02,447.06,459.4
2016-04-23,447.16,452.18,444.46,451.31
2016-04-22,451.0,451.36,442.96,447.8
2016-04-21,441.99,452.11,440.0,451.0
2016-04-20,435.7,444.0,433.11,441.25
2016-04-19,428.14,436.82,426.24,435.25
2016-04-18,427.15,430.01,425.8,428.07
2016-04-17,430.18,430.91,424.24,426.75
2016-04-16,429.29,432.87,427.12,430.68
2016-04-15,424.4,430.0,423.07,429.25
2016-04-14,423.6,425.35,420.57,424.51
2016-04-13,425.32,426.0,422.27,423.26
2016-04-12,422.79,426.67,421.0,425.91
2016-04-11,420.4,422.8,418.0,422.08
2016-04-10,418.59,421.79,417.2,420.77
2016-04-09,417.75,418.71,412.0,418.37
2016-04-08,419.99,423.99,416.26,418.13
2016-04-07,420.62,421.99,418.09,419.84
2016-04-06,422.71,422.9,420.0,421.63
2016-04-05,418.81,423.0,416.61,422.6
2016-04-04,418.51,419.85,416.0,418.65
2016-04-03,419.35,419.44,416.1,419.0
2016-04-02,416.31,420.0,416.01,419.19
2016-04-01,414.66,416.99,413.42,415.38
2016-03-31,413.68,416.99,411.4,415.51
2016-03-30,415.43,415.93,408.59,413.09
2016-03-29,422.87,424.37,407.22,415.4
2016-03-28,424.62,424.77,420.32,422.05
2016-03-27,416.96,427.99,415.77,424.3
2016-03-26,415.6,416.99,414.0,416.77
2016-03-25,415.17,416.92,412.0,416.25
2016-03-24,417.62,418.15,412.85,415.96
2016-03-23,416.39,419.0,413.44,417.22
2016-03-22,411.15,416.99,410.35,415.89
2016-03-21,410.62,411.96,406.5,410.99
2016-03-20,408.36,412.0,406.6,411.34
2016-03-19,407.5,409.95,404.1,408.94
2016-03-18,418.47,418.49,403.34,408.21
2016-03-17,416.52,419.0,415.66,418.49
2016-03-16,415.84,416.61,413.15,416.49
2016-03-15,414.83,417.43,412.15,415.89
2016-03-14,412.99,415.22,410.5,413.85
2016-03-13,409.95,417.0,409.67,412.64
2016-03-12,419.14,420.93,406.59,410.47
2016-03-11,416.0,421.91,415.11,418.1
2016-03-10,412.99,416.9,409.31,416.5
2016-03-09,412.14,413.51,408.75,412.66
2016-03-08,413.96,414.99,408.46,412.13
2016-03-07,406.15,414.96,403.03,414.76
2016-03-06,399.77,412.31,393.11,404.78
2016-03-05,408.18,408.98,382.0,398.5
2016-03-04,420.29,423.9,407.55,409.97
2016-03-03,422.4,424.47,415.85,420.27
2016-03-02,433.33,434.5,424.0,425.18
2016-03-01,436.75,437.5,427.01,433.31
2016-02-29,430.26,440.99,428.12,436.62
2016-02-28,431.07,435.0,422.29,432.16
2016-02-27,432.0,435.0,428.22,431.06
2016-02-26,423.38,428.38,418.01,427.8
2016-02-25,423.79,426.75,415.79,423.51
2016-02-24,419.1,424.28,409.07,422.61
2016-02-23,438.26,440.0,414.0,420.05
2016-02-22,438.33,439.5,431.15,437.97
2016-02-21,434.63,447.99,426.0,437.7
2016-02-20,419.98,443.96,419.5,440.24
2016-02-19,421.15,422.0,414.0,419.27
2016-02-18,415.59,424.9,413.4,420.31
2016-02-17,407.51,421.11,404.0,415.52
2016-02-16,399.5,407.8,396.0,406.47
2016-02-15,405.5,409.71,393.4,399.0
2016-02-14,390.99,404.0,390.59,403.95
2016-02-13,383.0,390.08,382.0,389.51
2016-02-12,377.98,383.0,377.07,382.88
2016-02-11,379.34,380.5,373.54,377.99
2016-02-10,373.69,383.85,372.12,379.86
2016-02-09,370.95,377.0,369.12,373.16
2016-02-08,375.0,378.99,369.99,371.16
2016-02-07,375.39,380.0,373.04,375.4
2016-02-06,384.97,384.98,371.35,374.27
2016-02-05,388.0,389.5,382.99,385.88
2016-02-04,368.4,391.88,367.95,390.0
2016-02-03,373.05,374.0,365.0,367.64
2016-02-02,371.79,375.0,369.73,373.18
2016-02-01,368.49,378.2,366.53,371.5
2016-01-31,376.38,379.3,367.77,370.0
2016-01-30,378.12,380.42,372.95,376.6
2016-01-29,379.55,383.99,363.73,379.44
2016-01-28,394.62,395.56,376.0,379.16
2016-01-27,391.77,397.0,390.31,395.0
2016-01-26,390.1,397.7,386.2,390.66
2016-01-25,402.16,402.31,385.5,392.58
2016-01-24,386.37,405.97,385.36,402.5
2016-01-23,382.85,395.0,381.05,386.92
2016-01-22,409.42,410.07,374.45,381.78
2016-01-21,418.9,421.25,404.59,410.03
2016-01-20,376.77,422.98,372.53,410.93
2016-01-19,385.47,386.92,375.59,379.88
2016-01-18,380.16,388.5,373.63,385.0
2016-01-17,387.28,391.14,376.0,382.85
2016-01-16,360.0,387.5,352.0,386.43
2016-01-15,429.55,429.8,365.0,372.85
2016-01-14,432.64,434.0,427.0,429.22
2016-01-13,434.89,438.35,424.5,432.53
2016-01-12,448.0,448.0,442.88,446.27
2016-01-11,448.79,451.13,438.0,448.99
2016-01-10,448.84,449.89,440.8,447.21
2016-01-09,452.02,454.0,446.68,449.95
2016-01-08,457.0,465.0,444.51,451.32
2016-01-07,429.99,457.79,429.25,457.79
2016-01-06,432.45,432.67,426.54,431.84
2016-01-05,434.17,435.39,429.5,431.89
2016-01-04,430.79,435.86,428.44,433.97
2016-01-03,433.2,434.09,424.06,430.85
2016-01-02,434.87,435.99,430.42,433.74
2016-01-01,430.89,436.0,427.2,434.98
2015-12-31,426.09,433.89,419.99,430.57
2015-12-30,431.7,434.97,420.75,427.05
2015-12-29,420.81,433.17,418.55,430.04
2015-12-28,421.57,429.86,417.01,420.7
2015-12-27,417.11,425.42,410.5,423.29
2015-12-26,455.51,457.45,407.25,417.42
2015-12-25,455.42,458.33,448.0,455.5
2015-12-24,442.5,459.54,442.5,455.71
2015-12-23,435.18,445.52,434.43,443.34
2015-12-22,438.07,443.58,433.06,436.15
2015-12-21,442.54,450.0,425.52,437.56
2015-12-20,461.8,462.0,433.83,441.48
2015-12-19,462.99,465.9,452.03,460.96
2015-12-18,455.87,466.64,453.5,463.0
2015-12-17,455.63,458.84,448.75,456.01
2015-12-16,464.5,465.0,436.89,455.1
2015-12-15,443.36,464.99,442.94,463.61
2015-12-14,432.89,448.12,428.42,442.37
2015-12-13,436.08,442.97,422.03,435.8
2015-12-12,452.99,467.8,403.0,435.87
2015-12-11,415.36,454.36,415.13,451.68
2015-12-10,416.98,419.79,408.91,416.28
2015-12-09,418.8,424.95,400.0,416.08
2015-12-08,394.96,409.0,388.33,409.0
2015-12-07,387.18,399.91,381.01,395.1
2015-12-06,388.0,399.85,383.0,394.6
2015-12-05,363.62,389.89,363.0,384.67
2015-12-04,361.48,364.3,355.92,362.3
2015-12-03,359.11,370.53,356.21,361.32
2015-12-02,363.06,363.06,348.64,359.97
2015-12-01,376.7,379.0,354.56,362.95
2015-11-30,371.48,383.0,367.11,377.98
2015-11-29,356.78,373.15,354.45,371.04
2015-11-28,357.14,359.44,350.41,356.39
2015-11-27,353.9,364.8,347.84,359.87
2015-11-26,328.9,369.7,328.53,356.39
